wdir,station_id,lat,lon,date
135.25,72281,32.8167,-115.65,2018-07-22
158.16666666666666,72281,32.8167,-115.65,2018-07-29
174.33333333333334,72281,32.8167,-115.65,2018-08-05
155.2,72281,32.8167,-115.65,2018-08-12
165.5,72281,32.8167,-115.65,2018-08-19
128.5,72281,32.8167,-115.65,2018-08-26
176.25,72281,32.8167,-115.65,2018-09-02
186.0,72281,32.8167,-115.65,2018-09-09
197.5,72281,32.8167,-115.65,2018-09-16
189.25,72281,32.8167,-115.65,2018-09-23
191.5,72281,32.8167,-115.65,2018-09-30
241.5,72281,32.8167,-115.65,2018-10-07
257.5,72281,32.8167,-115.65,2018-10-14
320.5,72281,32.8167,-115.65,2018-10-21
206.33333333333334,72281,32.8167,-115.65,2018-10-28
288.6666666666667,72281,32.8167,-115.65,2018-11-04
237.0,72281,32.8167,-115.65,2018-11-11
